match_id,league_id,home_team_id,away_team_id,match_date,home_goals,away_goals,status,home_avg_gf_5,home_avg_ga_5,home_pts_5,home_winrate_5,home_drawrate_5,away_avg_gf_5,away_avg_ga_5,away_pts_5,away_winrate_5,away_drawrate_5,home_win,diff_pts_5,diff_avg_gf_5,diff_avg_ga_5,diff_winrate_5,diff_drawrate_5
17452,26,868,870,2023-11-24 20:00:00,3,1,finished,0.7,1.3,9.0,0.2,0.3,1.4,2.3,4.0,0.0,0.4,1,5.0,-0.7,-0.9999999999999998,0.2,-0.10000000000000003
16304,25,827,843,2023-11-25 12:30:00,1,1,finished,2.8,1.2,22.0,0.7,0.1,2.3,0.8,23.0,0.7,0.2,0,-1.0,0.5,0.3999999999999999,0.0,-0.1
17453,26,852,866,2023-11-25 13:00:00,1,1,finished,1.1,1.0,12.0,0.2,0.6,2.0,1.0,23.0,0.7,0.2,0,-11.0,-0.8999999999999999,0.0,-0.49999999999999994,0.39999999999999997
18584,27,888,892,2023-11-25 14:00:00,2,1,finished,0.5,2.1,3.0,0.0,0.3,1.2,1.0,17.0,0.5,0.2,1,-14.0,-0.7,1.1,-0.5,0.09999999999999998
19705,28,904,909,2023-11-25 14:30:00,2,1,finished,1.3,2.0,10.0,0.3,0.1,2.6,0.7,23.0,0.7,0.2,1,-13.0,-1.3,1.3,-0.39999999999999997,-0.1
19706,28,902,908,2023-11-25 14:30:00,0,3,finished,1.8,1.8,11.0,0.3,0.2,3.1,0.8,28.0,0.9,0.1,0,-17.0,-1.3,1.0,-0.6000000000000001,0.1
19707,28,914,911,2023-11-25 14:30:00,4,2,finished,2.0,1.7,18.0,0.5,0.3,1.9,1.9,12.0,0.3,0.3,1,6.0,0.10000000000000009,-0.19999999999999996,0.2,0.0
19708,28,916,910,2023-11-25 14:30:00,1,1,finished,0.7,2.5,3.0,0.1,0.0,1.6,1.9,12.0,0.3,0.3,0,-9.0,-0.9000000000000001,0.6000000000000001,-0.19999999999999998,-0.3
19704,28,907,919,2023-11-25 14:30:00,1,1,finished,1.2,2.1,11.0,0.3,0.2,1.4,3.1,8.0,0.2,0.2,0,3.0,-0.19999999999999996,-1.0,0.09999999999999998,0.0
16308,25,829,834,2023-11-25 15:00:00,2,3,finished,1.1,1.5,10.0,0.2,0.4,1.7,1.9,13.0,0.3,0.4,0,-3.0,-0.5999999999999999,-0.3999999999999999,-0.09999999999999998,0.0
